mrr,map,ndcg,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_10,user_id,algorithm
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,SCSA
0.14285714285714285,0.14285714285714285,0.26264953503719357,0.0,0.0,0.0,0.0,0.0,0.0,41,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58,SCSA
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,SCSA
1.0,0.75,0.9042472380494709,1.0,1.0,0.6666666666666666,0.75,0.6,0.5,49,SCSA
1.0,0.9282627865961199,0.9770153702993121,1.0,1.0,1.0,1.0,0.8,0.9,19,SCSA
0.2,0.225,0.430624116386567,0.0,0.0,0.0,0.0,0.2,0.2,6,SCSA
0.5,0.35,0.5640920940185894,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,5,SCSA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,SCSA
1.0,0.8782627865961199,0.9504206262110482,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,79,SCSA
1.0,0.78234126984127,0.8995710933840295,1.0,0.5,0.6666666666666666,0.75,0.8,0.8,2,SCSA
1.0,0.8773809523809524,0.958214983820857,1.0,1.0,1.0,0.75,0.8,0.6,4,SCSA
0.5,0.475,0.6595293808496757,0.0,0.5,0.3333333333333333,0.25,0.4,0.4,37,SCSA
1.0,1.056845238095238,0.8329229982473594,1.0,0.5,0.6666666666666666,0.5,0.6,0.4,63,SCSA
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,77,SCSA
1.0,0.6797619047619048,0.8464256614820586,1.0,0.5,0.3333333333333333,0.5,0.6,0.7,48,SCSA
1.0,0.9093537414965985,0.9683310355387569,1.0,1.0,1.0,0.75,0.8,0.7,1,B1-STATE_ART
1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9,2,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,3,B1-STATE_ART
1.0,0.9067956349206349,0.9672068480996276,1.0,1.0,1.0,0.75,0.8,0.8,4,B1-STATE_ART
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,5,B1-STATE_ART
1.0,0.7180555555555554,0.8749486878739775,1.0,0.5,0.6666666666666666,0.75,0.6,0.6,6,B1-STATE_ART
1.0,0.8401360544217688,0.9459073824327566,1.0,1.0,1.0,0.75,0.8,0.7,7,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,B1-STATE_ART
1.0,0.8917233560090703,0.9652102434192421,1.0,1.0,1.0,1.0,0.8,0.7,9,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,B1-STATE_ART
0.2,0.3151785714285714,0.5171426372778061,0.0,0.0,0.0,0.0,0.2,0.4,11,B1-STATE_ART
1.0,0.8954648526077096,0.9643632283499571,1.0,1.0,1.0,0.75,0.8,0.7,12,B1-STATE_ART
1.0,0.7000000000000001,0.8529278650606567,1.0,0.5,0.3333333333333333,0.5,0.6,0.3,13,B1-STATE_ART
0.3333333333333333,0.4444444444444444,0.6039071644781281,0.0,0.0,0.3333333333333333,0.5,0.4,0.3,15,B1-STATE_ART
0.5,0.35,0.5640920940185894,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,16,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,17,B1-STATE_ART
1.0,0.6666666666666666,0.8315546295836225,1.0,0.5,0.3333333333333333,0.25,0.2,0.2,18,B1-STATE_ART
0.2,0.3923809523809524,0.5701022001683288,0.0,0.0,0.0,0.0,0.2,0.5,19,B1-STATE_ART
0.25,0.5021825396825397,0.6425958210520417,0.0,0.0,0.0,0.25,0.4,0.6,20,B1-STATE_ART
1.0,0.5694444444444444,0.7844801364718914,1.0,0.5,0.3333333333333333,0.25,0.2,0.3,21,B1-STATE_ART
1.0,0.9765432098765433,0.9937947856332163,1.0,1.0,1.0,1.0,1.0,0.9,22,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,B1-STATE_ART
1.0,0.9129251700680271,0.9731203984025376,1.0,1.0,1.0,1.0,0.8,0.7,24,B1-STATE_ART
1.0,0.9888888888888889,0.9971876401972103,1.0,1.0,1.0,1.0,1.0,0.9,25,B1-STATE_ART
1.0,0.5523809523809524,0.7780573279296032,1.0,0.5,0.3333333333333333,0.25,0.2,0.5,26,B1-STATE_ART
1.0,0.9087301587301587,0.9714977244644463,1.0,1.0,1.0,1.0,0.8,0.7,27,B1-STATE_ART
0.3333333333333333,0.2851851851851852,0.511558309303655,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,28,B1-STATE_ART
1.0,0.7972789115646258,0.9223960604395119,1.0,1.0,0.6666666666666666,0.75,0.6,0.7,29,B1-STATE_ART
1.0,0.6192857142857143,0.8112231196105879,1.0,0.5,0.3333333333333333,0.25,0.4,0.5,30,B1-STATE_ART
1.0,0.6488095238095237,0.838847952689218,1.0,0.5,0.6666666666666666,0.5,0.4,0.4,31,B1-STATE_ART
0.5,0.5833333333333333,0.6934264036172708,0.0,0.5,0.6666666666666666,0.5,0.4,0.2,32,B1-STATE_ART
1.0,0.8520408163265306,0.9498751896215564,1.0,1.0,1.0,0.75,0.8,0.7,33,B1-STATE_ART
1.0,0.575,0.7933009890796178,1.0,0.5,0.3333333333333333,0.25,0.4,0.4,34,B1-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,B1-STATE_ART
1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9,36,B1-STATE_ART
0.5,0.45,0.6240505200038379,0.0,0.5,0.3333333333333333,0.25,0.4,0.2,37,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,B1-STATE_ART
0.2,0.2888888888888889,0.4899692203633839,0.0,0.0,0.0,0.0,0.2,0.3,39,B1-STATE_ART
1.0,0.7944444444444445,0.9221235176732561,1.0,1.0,0.6666666666666666,0.75,0.6,0.5,40,B1-STATE_ART
1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.2,0.1,41,B1-STATE_ART
1.0,0.7986111111111112,0.9223260797603763,1.0,1.0,0.6666666666666666,0.75,0.6,0.4,42,B1-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,B1-STATE_ART
0.5,0.6041666666666666,0.7327711443782634,0.0,0.5,0.6666666666666666,0.75,0.6,0.4,44,B1-STATE_ART
0.3333333333333333,0.3333333333333333,0.5249810332008933,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,45,B1-STATE_ART
0.5,0.5961904761904762,0.725124396546942,0.0,0.5,0.3333333333333333,0.5,0.6,0.5,46,B1-STATE_ART
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,47,B1-STATE_ART
0.3333333333333333,0.33134920634920634,0.5391065605018963,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,48,B1-STATE_ART
1.0,0.9666666666666666,0.9896062251871525,1.0,1.0,1.0,1.0,0.8,0.5,49,B1-STATE_ART
0.5,0.519047619047619,0.7016521873278284,0.0,0.5,0.6666666666666666,0.5,0.4,0.5,50,B1-STATE_ART
1.0,0.9571428571428572,0.9878316351280036,1.0,1.0,1.0,1.0,1.0,0.7,51,B1-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,B1-STATE_ART
1.0,0.8305555555555554,0.9361705073520014,1.0,1.0,0.6666666666666666,0.75,0.8,0.6,54,B1-STATE_ART
1.0,0.8782627865961199,0.9504206262110482,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,55,B1-STATE_ART
0.5,0.49652777777777773,0.6821597128635729,0.0,0.5,0.6666666666666666,0.5,0.4,0.4,57,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,B1-STATE_ART
0.5,0.6347222222222222,0.7632671405540985,0.0,0.5,0.6666666666666666,0.75,0.6,0.6,61,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,B1-STATE_ART
0.25,0.25740740740740736,0.4790262927928244,0.0,0.0,0.0,0.25,0.2,0.3,63,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,66,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68,B1-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,B1-STATE_ART
1.0,0.8687074829931973,0.9579534943578899,1.0,1.0,1.0,1.0,0.8,0.7,71,B1-STATE_ART
1.0,0.8644345238095238,0.9466454870600814,1.0,1.0,0.6666666666666666,0.75,0.8,0.8,72,B1-STATE_ART
0.3333333333333333,0.4609523809523809,0.6326891704378731,0.0,0.0,0.3333333333333333,0.25,0.4,0.5,73,B1-STATE_ART
0.3333333333333333,0.569047619047619,0.6948159055899312,0.0,0.0,0.3333333333333333,0.5,0.6,0.6,74,B1-STATE_ART
0.3333333333333333,0.2777777777777778,0.4911492931622974,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,76,B1-STATE_ART
0.5,0.6535714285714285,0.7760784709829227,0.0,0.5,0.6666666666666666,0.75,0.6,0.7,77,B1-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,B1-STATE_ART
0.5,0.4571428571428572,0.6574017496914832,0.0,0.5,0.3333333333333333,0.5,0.4,0.4,79,B1-STATE_ART
1.0,0.9765432098765433,0.9937947856332163,1.0,1.0,1.0,1.0,1.0,0.9,81,B1-STATE_ART
1.0,0.8486394557823128,0.942018912975622,1.0,1.0,0.6666666666666666,0.75,0.8,0.7,1,B1-SCSA_PLUS
1.0,0.9282627865961199,0.9770153702993121,1.0,1.0,1.0,1.0,0.8,0.9,2,B1-SCSA_PLUS
1.0,0.8333333333333333,0.9197207891481876,1.0,0.5,0.6666666666666666,0.5,0.4,0.2,3,B1-SCSA_PLUS
1.0,0.9067956349206349,0.9672068480996276,1.0,1.0,1.0,0.75,0.8,0.8,4,B1-SCSA_PLUS
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,5,B1-SCSA_PLUS
0.5,0.6231481481481481,0.7588991106880892,0.0,0.5,0.6666666666666666,0.75,0.6,0.6,6,B1-SCSA_PLUS
1.0,0.8857142857142858,0.9642409754030942,1.0,1.0,1.0,1.0,0.8,0.7,7,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,B1-SCSA_PLUS
1.0,0.9682539682539683,0.9911205770005563,1.0,1.0,1.0,1.0,1.0,0.7,9,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,B1-SCSA_PLUS
0.2,0.3151785714285714,0.5171426372778061,0.0,0.0,0.0,0.0,0.2,0.4,11,B1-SCSA_PLUS
1.0,0.8954648526077096,0.9643632283499571,1.0,1.0,1.0,0.75,0.8,0.7,12,B1-SCSA_PLUS
1.0,0.625,0.8194270280062366,1.0,0.5,0.3333333333333333,0.5,0.4,0.3,13,B1-SCSA_PLUS
0.3333333333333333,0.4444444444444444,0.6039071644781281,0.0,0.0,0.3333333333333333,0.5,0.4,0.3,15,B1-SCSA_PLUS
0.5,0.3611111111111111,0.5714285040141098,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,16,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,17,B1-SCSA_PLUS
1.0,0.6666666666666666,0.8315546295836225,1.0,0.5,0.3333333333333333,0.25,0.2,0.2,18,B1-SCSA_PLUS
0.2,0.40349206349206346,0.5741603094598835,0.0,0.0,0.0,0.0,0.2,0.5,19,B1-SCSA_PLUS
0.25,0.44457671957671957,0.6130049420154864,0.0,0.0,0.0,0.25,0.2,0.6,20,B1-SCSA_PLUS
1.0,0.611111111111111,0.812653045383133,1.0,0.5,0.3333333333333333,0.5,0.4,0.3,21,B1-SCSA_PLUS
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,22,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,B1-SCSA_PLUS
1.0,0.9087301587301587,0.9714977244644463,1.0,1.0,1.0,1.0,0.8,0.7,24,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,25,B1-SCSA_PLUS
0.5,0.46349206349206346,0.6569414966820692,0.0,0.5,0.3333333333333333,0.25,0.2,0.5,26,B1-SCSA_PLUS
1.0,0.8954648526077096,0.9643632283499571,1.0,1.0,1.0,0.75,0.8,0.7,27,B1-SCSA_PLUS
0.3333333333333333,0.2851851851851852,0.511558309303655,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,28,B1-SCSA_PLUS
1.0,0.8444444444444443,0.9403962390375307,1.0,1.0,0.6666666666666666,0.75,0.8,0.7,29,B1-SCSA_PLUS
1.0,0.6392857142857142,0.8260863919409527,1.0,0.5,0.3333333333333333,0.5,0.4,0.5,30,B1-SCSA_PLUS
0.5,0.48214285714285715,0.6677078027129131,0.0,0.5,0.3333333333333333,0.5,0.4,0.4,31,B1-SCSA_PLUS
0.3333333333333333,0.41666666666666663,0.5706417189553201,0.0,0.0,0.3333333333333333,0.5,0.4,0.2,32,B1-SCSA_PLUS
1.0,0.8441043083900226,0.9447403758138471,1.0,1.0,1.0,0.75,0.6,0.7,33,B1-SCSA_PLUS
1.0,0.575,0.7933009890796178,1.0,0.5,0.3333333333333333,0.25,0.4,0.4,34,B1-SCSA_PLUS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,B1-SCSA_PLUS
1.0,0.9060405643738976,0.9667147927059907,1.0,1.0,1.0,0.75,0.8,0.9,36,B1-SCSA_PLUS
0.5,0.41666666666666663,0.6052602440527057,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,37,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,B1-SCSA_PLUS
0.25,0.30357142857142855,0.5065745439910657,0.0,0.0,0.0,0.25,0.2,0.3,39,B1-SCSA_PLUS
1.0,0.8261904761904761,0.9330795243082164,1.0,1.0,0.6666666666666666,0.75,0.6,0.5,40,B1-SCSA_PLUS
0.5,0.5,0.6309297535714575,0.0,0.5,0.3333333333333333,0.25,0.2,0.1,41,B1-SCSA_PLUS
1.0,0.7875,0.9176551163528843,1.0,1.0,0.6666666666666666,0.75,0.6,0.4,42,B1-SCSA_PLUS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,B1-SCSA_PLUS
0.5,0.5416666666666666,0.7036997876179215,0.0,0.5,0.6666666666666666,0.5,0.4,0.4,44,B1-SCSA_PLUS
0.3333333333333333,0.3333333333333333,0.5249810332008933,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,45,B1-SCSA_PLUS
0.5,0.6087301587301587,0.7447855140948257,0.0,0.5,0.6666666666666666,0.75,0.6,0.5,46,B1-SCSA_PLUS
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,47,B1-SCSA_PLUS
0.3333333333333333,0.33134920634920634,0.5391065605018963,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,48,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,49,B1-SCSA_PLUS
0.5,0.5079365079365079,0.6967564500834763,0.0,0.5,0.6666666666666666,0.5,0.4,0.5,50,B1-SCSA_PLUS
1.0,0.9478458049886621,0.9848330959553522,1.0,1.0,1.0,1.0,1.0,0.7,51,B1-SCSA_PLUS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,B1-SCSA_PLUS
1.0,0.8134920634920634,0.9279641043683683,1.0,1.0,0.6666666666666666,0.75,0.6,0.6,54,B1-SCSA_PLUS
1.0,0.8782627865961199,0.9504206262110482,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,55,B1-SCSA_PLUS
0.5,0.49652777777777773,0.6821597128635729,0.0,0.5,0.6666666666666666,0.5,0.4,0.4,57,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,B1-SCSA_PLUS
0.5,0.6968253968253969,0.7859363362324141,0.0,0.5,0.6666666666666666,0.75,0.8,0.6,61,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,B1-SCSA_PLUS
0.3333333333333333,0.2851851851851852,0.511558309303655,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,63,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,66,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68,B1-SCSA_PLUS
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,B1-SCSA_PLUS
1.0,0.804421768707483,0.9268520089309741,1.0,1.0,0.6666666666666666,0.75,0.8,0.7,71,B1-SCSA_PLUS
1.0,0.8956845238095238,0.9641803458261542,1.0,1.0,1.0,0.75,0.8,0.8,72,B1-SCSA_PLUS
0.3333333333333333,0.43015873015873013,0.6125353345843497,0.0,0.0,0.3333333333333333,0.25,0.2,0.5,73,B1-SCSA_PLUS
0.5,0.6097222222222222,0.7500059677816915,0.0,0.5,0.6666666666666666,0.5,0.6,0.6,74,B1-SCSA_PLUS
0.3333333333333333,0.2777777777777778,0.4911492931622974,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,76,B1-SCSA_PLUS
1.0,0.7440476190476192,0.8859509025892363,1.0,0.5,0.6666666666666666,0.75,0.8,0.7,77,B1-SCSA_PLUS
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,B1-SCSA_PLUS
0.5,0.44375,0.6504262607311477,0.0,0.5,0.3333333333333333,0.5,0.4,0.4,79,B1-SCSA_PLUS
1.0,0.9626543209876544,0.9895948844467957,1.0,1.0,1.0,1.0,1.0,0.9,81,B1-SCSA_PLUS
1.0,0.6518707482993197,0.8317144247565925,1.0,0.5,0.3333333333333333,0.5,0.4,0.7,1,CS-STATE_ART
0.3333333333333333,0.4355555555555556,0.6217331638029128,0.0,0.0,0.3333333333333333,0.25,0.4,0.5,2,CS-STATE_ART
0.3333333333333333,0.3333333333333333,0.5249810332008933,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,3,CS-STATE_ART
0.25,0.43,0.6031171482531632,0.0,0.0,0.0,0.25,0.4,0.5,4,CS-STATE_ART
0.5,0.604251700680272,0.7493211223323234,0.0,0.5,0.6666666666666666,0.5,0.4,0.7,5,CS-STATE_ART
1.0,0.7746031746031746,0.9103349017299518,1.0,1.0,0.6666666666666666,0.5,0.6,0.6,6,CS-STATE_ART
1.0,0.6079365079365079,0.8219303906225648,1.0,0.5,0.6666666666666666,0.5,0.4,0.5,7,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,8,CS-STATE_ART
0.25,0.5021825396825397,0.6425958210520417,0.0,0.0,0.0,0.25,0.4,0.6,9,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,CS-STATE_ART
0.25,0.5304421768707482,0.6631747728725315,0.0,0.0,0.0,0.25,0.4,0.7,11,CS-STATE_ART
1.0,0.9111111111111111,0.9708923176105698,1.0,1.0,1.0,1.0,0.8,0.5,12,CS-STATE_ART
0.3333333333333333,0.512063492063492,0.66200432687264,0.0,0.0,0.3333333333333333,0.5,0.6,0.5,13,CS-STATE_ART
0.3333333333333333,0.30634920634920637,0.5267175784514114,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,15,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.2,16,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,CS-STATE_ART
0.125,0.1625,0.3706656904013186,0.0,0.0,0.0,0.0,0.0,0.2,18,CS-STATE_ART
0.1111111111111111,0.1111111111111111,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.1,19,CS-STATE_ART
0.3333333333333333,0.3876984126984127,0.5897633177162126,0.0,0.0,0.3333333333333333,0.25,0.2,0.5,20,CS-STATE_ART
0.5,0.6188492063492064,0.7563454571958587,0.0,0.5,0.6666666666666666,0.75,0.6,0.6,21,CS-STATE_ART
0.5,0.6441043083900226,0.7571453504280035,0.0,0.5,0.3333333333333333,0.5,0.6,0.7,22,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,CS-STATE_ART
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,24,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,CS-STATE_ART
0.3333333333333333,0.49338624338624343,0.6555845429030187,0.0,0.0,0.3333333333333333,0.25,0.4,0.6,26,CS-STATE_ART
0.3333333333333333,0.5059523809523809,0.6565062893041446,0.0,0.0,0.3333333333333333,0.5,0.4,0.5,27,CS-STATE_ART
0.5,0.5438492063492063,0.7031929213206057,0.0,0.5,0.3333333333333333,0.25,0.4,0.6,28,CS-STATE_ART
0.2,0.28690476190476194,0.4860089900278708,0.0,0.0,0.0,0.0,0.2,0.3,29,CS-STATE_ART
0.5,0.6968253968253969,0.7859363362324141,0.0,0.5,0.6666666666666666,0.75,0.8,0.6,30,CS-STATE_ART
0.3333333333333333,0.34722222222222215,0.5498407734605132,0.0,0.0,0.3333333333333333,0.25,0.2,0.3,31,CS-STATE_ART
1.0,0.9666666666666666,0.9896062251871525,1.0,1.0,1.0,1.0,0.8,0.5,32,CS-STATE_ART
0.2,0.2888888888888889,0.4899692203633839,0.0,0.0,0.0,0.0,0.2,0.3,33,CS-STATE_ART
0.25,0.25740740740740736,0.4790262927928244,0.0,0.0,0.0,0.25,0.2,0.3,34,CS-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,CS-STATE_ART
0.5,0.7856701940035273,0.8328978515038055,0.0,0.5,0.6666666666666666,0.75,0.8,0.9,36,CS-STATE_ART
0.25,0.29166666666666663,0.48247555939075504,0.0,0.0,0.0,0.25,0.2,0.2,37,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,39,CS-STATE_ART
1.0,0.5888888888888889,0.8061765387700855,1.0,0.5,0.3333333333333333,0.5,0.4,0.5,40,CS-STATE_ART
0.125,0.2157407407407407,0.42495990177520937,0.0,0.0,0.0,0.0,0.0,0.3,41,CS-STATE_ART
0.5,0.6861904761904762,0.7738931964842558,0.0,0.5,0.6666666666666666,0.75,0.8,0.5,42,CS-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,CS-STATE_ART
0.2,0.32628968253968255,0.5218136006852979,0.0,0.0,0.0,0.0,0.2,0.4,44,CS-STATE_ART
1.0,0.9467813051146384,0.9842184869190973,1.0,1.0,1.0,1.0,1.0,0.9,45,CS-STATE_ART
1.0,0.6104166666666666,0.8215664107074527,1.0,0.5,0.6666666666666666,0.5,0.4,0.4,46,CS-STATE_ART
1.0,0.8782627865961199,0.9504206262110482,1.0,1.0,0.6666666666666666,0.75,0.8,0.9,47,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,CS-STATE_ART
1.0,0.8338789682539682,0.9165542635924873,1.0,0.5,0.6666666666666666,0.75,0.8,0.8,49,CS-STATE_ART
1.0,0.8555555555555555,0.9441592263400607,1.0,1.0,0.6666666666666666,0.75,0.8,0.6,50,CS-STATE_ART
1.0,0.7847222222222222,0.9181890364255552,1.0,1.0,0.6666666666666666,0.75,0.6,0.6,51,CS-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,CS-STATE_ART
0.2,0.273015873015873,0.4792350074047671,0.0,0.0,0.0,0.0,0.2,0.3,54,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,CS-STATE_ART
0.25,0.3673611111111111,0.5598144536257148,0.0,0.0,0.0,0.25,0.4,0.4,57,CS-STATE_ART
0.5,0.7481150793650794,0.8165229378311882,0.0,0.5,0.6666666666666666,0.75,0.8,0.8,58,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,CS-STATE_ART
0.3333333333333333,0.41666666666666663,0.5706417189553201,0.0,0.0,0.3333333333333333,0.5,0.4,0.2,61,CS-STATE_ART
0.25,0.3833333333333333,0.5508095940041026,0.0,0.0,0.0,0.25,0.4,0.3,62,CS-STATE_ART
0.25,0.25,0.43067655807339306,0.0,0.0,0.0,0.25,0.2,0.1,63,CS-STATE_ART
0.5,0.6496031746031746,0.7634017248465543,0.0,0.5,0.6666666666666666,0.5,0.6,0.6,66,CS-STATE_ART
1.0,0.8802579365079366,0.9613085758737653,1.0,1.0,1.0,1.0,0.8,0.8,68,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,CS-STATE_ART
1.0,0.6333333333333333,0.8179809735263114,1.0,0.5,0.3333333333333333,0.25,0.4,0.3,71,CS-STATE_ART
1.0,0.8583333333333332,0.9505310077117097,1.0,1.0,1.0,0.75,0.6,0.5,72,CS-STATE_ART
1.0,0.625925925925926,0.8240133229614812,1.0,0.5,0.3333333333333333,0.5,0.6,0.6,73,CS-STATE_ART
0.5,0.5,0.6309297535714575,0.0,0.5,0.3333333333333333,0.25,0.2,0.1,74,CS-STATE_ART
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,CS-STATE_ART
0.5,0.38690476190476186,0.6005491084563833,0.0,0.5,0.3333333333333333,0.25,0.2,0.3,77,CS-STATE_ART
0.14285714285714285,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,78,CS-STATE_ART
0.5,0.3611111111111111,0.5714285040141098,0.0,0.5,0.3333333333333333,0.25,0.2,0.2,79,CS-STATE_ART
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,CS-STATE_ART
1.0,0.7044217687074831,0.8553050844815022,1.0,0.5,0.3333333333333333,0.5,0.6,0.7,1,CS-SCSA_PLUS
0.25,0.41571428571428565,0.5953592473115411,0.0,0.0,0.0,0.25,0.4,0.5,2,CS-SCSA_PLUS
0.3333333333333333,0.3333333333333333,0.5249810332008933,0.0,0.0,0.3333333333333333,0.25,0.2,0.2,3,CS-SCSA_PLUS
0.3333333333333333,0.4523809523809524,0.6337342724360074,0.0,0.0,0.3333333333333333,0.5,0.4,0.5,4,CS-SCSA_PLUS
0.5,0.5804421768707482,0.7302657488305411,0.0,0.5,0.3333333333333333,0.5,0.4,0.7,5,CS-SCSA_PLUS
1.0,0.7329365079365079,0.8750832721664332,1.0,0.5,0.6666666666666666,0.5,0.6,0.6,6,CS-SCSA_PLUS
