id,item_id,user_who_published,user_id,ranking,rating,algorithm
47,1354565152939544576,155705264,13,2,1,SCSA
47,1337077938076979205,821102114,13,3,3,SCSA
47,1369383214062665731,24742040,13,4,2,SCSA
47,1336793663792406530,821102114,13,5,4,SCSA
47,1369386818169372680,24742040,13,6,5,SCSA
47,1369372321736232963,24742040,13,7,1,SCSA
47,1367882927384768524,10671602,13,8,4,SCSA
47,1369337343270862853,24742040,13,9,1,SCSA
47,1336596712857743361,821102114,13,10,1,SCSA
319,1365372438578667526,214201922,15,1,2,B1
319,1361396964227772419,2559865245,15,2,2,B1
319,1321919226341306368,517077573,15,3,2,B1
319,1272637078401097731,291428614,15,4,2,B1
319,1364415183607586825,35999306,15,5,3,B1
319,1366804263385501696,19604744,15,6,2,B1
319,1359318229735251977,43815496,15,7,4,B1
319,1339746480014254081,310072711,15,8,3,B1
319,1343974143646044160,310072711,15,9,5,B1
319,1360653537781321732,43815496,15,10,5,B1
317,1331266330176196608,14464766,15,1,3,CS
317,1330905143416659975,21001379,15,2,4,CS
317,1362920758872133634,155705264,15,3,3,CS
317,1365788765957083149,18645813,15,4,3,CS
317,1354353736580124673,155705264,15,5,4,CS
317,1258809129218564098,202222127,15,6,3,CS
317,1303727847966674944,38633321,15,7,2,CS
317,1301536924067393537,14464766,15,8,2,CS
317,1351560050725294082,14464766,15,9,2,CS
317,1355549351603531783,21001379,15,10,5,CS
314,1366167129754537984,17019152,15,1,4,SC
314,1349749578095075328,35999306,15,2,3,SC
314,1365113385658970113,155705264,15,3,3,SC
314,1361511252103729153,214201922,15,4,5,SC
314,1361857937518465025,19604744,15,5,3,SC
314,1361586402484514816,214201922,15,6,3,SC
314,1361853779025403905,19604744,15,7,5,SC
314,1301164188136431616,517077573,15,8,3,SC
314,1365109273240473600,214201922,15,9,3,SC
314,1366121589478154243,77596200,15,10,4,SC
315,1360286991011639302,43815496,15,1,3,SCSA
315,1318667750408036352,72915722,15,2,3,SCSA
315,1364664823984779267,47786101,15,3,4,SCSA
315,1354565152939544576,155705264,15,4,5,SCSA
315,1317810926133874689,27042513,15,5,4,SCSA
315,1359941706951524353,43815496,15,6,3,SCSA
315,1349743109832372225,35999306,15,7,4,SCSA
315,1368297763524448256,77596200,15,8,3,SCSA
315,1283518830950510593,72915722,15,9,4,SCSA
315,1366380504736534529,77596200,15,10,4,SCSA
58,1367629682439454722,19263978,16,1,1,B1
58,1346230432036233218,65468720,16,2,1,B1
58,1367491019277799427,19583545,16,3,5,B1
58,1368144516558041088,3001704118,16,4,1,B1
58,1369378396216692740,1638021792,16,5,1,B1
58,1333807391079428096,140845817,16,6,1,B1
58,1369400158912475136,1638021792,16,7,1,B1
58,1367269369521266691,16727749,16,8,5,B1
58,1367300479739441155,16201775,16,9,1,B1
58,1367625056570990592,11026952,16,10,2,B1
56,1352019602151100416,232010910,16,1,1,CS
56,1346143996431646720,310463188,16,2,4,CS
56,1271896411257241600,310463188,16,3,1,CS
56,1317201419384975365,140845817,16,4,1,CS
56,1326554237053054977,19798578,16,5,1,CS
56,1275840045761441792,310463188,16,6,1,CS
56,1316239353505480704,140845817,16,7,1,CS
56,1173620799997186051,115093611,16,8,1,CS
56,1318907390922788866,232010910,16,9,1,CS
56,1368447074019270656,6446742,16,10,4,CS
48,1368932010971004931,1638021792,16,1,1,SC
48,1368245651046207493,20346956,16,2,5,SC
48,1303249708169613313,65468720,16,3,1,SC
48,1368909409775149064,96951800,16,4,2,SC
48,1324374402750767104,140845817,16,5,1,SC
48,1367462925250818061,34613288,16,6,1,SC
48,1319402828285108225,140845817,16,7,1,SC
48,1367113993815547906,34613288,16,8,4,SC
48,1366499073671454725,452155423,16,9,2,SC
48,1368580185642110982,34613288,16,10,5,SC
52,1368933410085945345,19263978,16,1,1,SCSA
52,1319343716801236992,140845817,16,2,5,SCSA
52,1367170047081402380,16727749,16,3,1,SCSA
52,1345510484213075968,65468720,16,4,1,SCSA
52,1368584215403655171,20265254,16,5,1,SCSA
52,1368561200754270210,19583545,16,6,1,SCSA
52,1326736922199257089,140845817,16,7,1,SCSA
52,1367649223601238016,16212685,16,8,1,SCSA
52,1367531774012751878,16201775,16,9,1,SCSA
52,1366232555037462531,20346956,16,10,3,SCSA
68,1354993740562137089,155705264,17,1,1,B1
68,1358414579328561153,18776605,17,2,5,B1
68,1316030943174422528,14464766,17,3,5,B1
68,1367507656269791241,21001379,17,4,5,B1
68,1367474157626290181,18776605,17,5,5,B1
68,1365629350721249281,18776605,17,6,5,B1
68,1362674074732748803,155705264,17,7,1,B1
68,1316722494255099904,38633321,17,8,5,B1
68,1369000930809581570,17019152,17,9,5,B1
68,1366841911357620225,17019152,17,10,5,B1
65,1336739324658929667,14464766,17,1,5,CS
65,1357403552470212608,18776605,17,2,5,CS
65,1334527822971490308,14464766,17,3,5,CS
65,1063403538636816385,202222127,17,4,5,CS
65,1320374052847013893,38633321,17,5,5,CS
65,1330058761323614209,21001379,17,6,5,CS
65,1358772405536194562,35727881,17,7,5,CS
65,1350151000267632641,18645813,17,8,5,CS
65,1364970509700595717,21001379,17,9,5,CS
65,1366743775192752129,35727881,17,10,4,CS
51,1366167129754537984,17019152,17,1,1,SC
51,1369325020258983936,24742040,17,2,2,SC
51,1365315820080009221,821102114,17,3,2,SC
51,1365113385658970113,155705264,17,4,1,SC
51,1336964656792035329,821102114,17,5,2,SC
51,1336810117057179649,821102114,17,6,2,SC
51,1365327872643260420,821102114,17,7,2,SC
51,1337318168277241857,821102114,17,8,2,SC
51,1363551492486008834,15234657,17,9,2,SC
51,1344784297316786177,23976386,17,10,5,SC
63,1364607745270423556,821102114,17,1,5,SCSA
63,1354565152939544576,155705264,17,2,1,SCSA
63,1337077938076979205,821102114,17,3,2,SCSA
63,1369383214062665731,24742040,17,4,2,SCSA
63,1336793663792406530,821102114,17,5,2,SCSA
63,1369386818169372680,24742040,17,6,2,SCSA
63,1369372321736232963,24742040,17,7,2,SCSA
63,1367882927384768524,10671602,17,8,3,SCSA
63,1369337343270862853,24742040,17,9,1,SCSA
63,1336596712857743361,821102114,17,10,1,SCSA
62,1363561378552958976,1232061287301074945,18,1,2,B1
62,1338474408743215106,1288485038,18,2,2,B1
62,1298591876963078146,1288485038,18,3,2,B1
62,1189330936300756992,180463340,18,4,5,B1
62,1365319660405678081,273181052,18,5,1,B1
62,1331689113494446085,1060978099146260480,18,6,3,B1
62,1368640454028386304,65184105,18,7,2,B1
62,1368245620344029188,1232061287301074945,18,8,1,B1
62,1333425556659064833,1060978099146260480,18,9,3,B1
62,1188118588290469890,180463340,18,10,5,B1
61,1327053570794008577,1205974434,18,1,2,CS
61,1330556651716243456,1060978099146260480,18,2,3,CS
61,1339195127986794498,1038082275689340928,18,3,4,CS
61,1340325978170646535,1060978099146260480,18,4,3,CS
61,1337819421973344256,715177919438577664,18,5,2,CS
61,1359592867380031494,273181052,18,6,1,CS
61,1362475666504040451,273181052,18,7,1,CS
61,1354527098354819077,273181052,18,8,1,CS
61,1339377333728391169,1038082275689340928,18,9,4,CS
61,1366528818454822914,1060978099146260480,18,10,3,CS
54,1349749578095075328,35999306,18,1,1,SC
54,1273231711908872193,19028953,18,2,3,SC
54,1361511252103729153,214201922,18,3,1,SC
54,1344689933978656771,1060978099146260480,18,4,3,SC
54,1361857937518465025,19604744,18,5,1,SC
54,1361586402484514816,214201922,18,6,1,SC
54,1361853779025403905,19604744,18,7,1,SC
54,1301164188136431616,517077573,18,8,3,SC
54,1365109273240473600,214201922,18,9,1,SC
54,1366121589478154243,77596200,18,10,2,SC
59,1360286991011639302,43815496,18,1,1,SCSA
59,1354118501653483523,273181052,18,2,1,SCSA
59,1359941706951524353,43815496,18,3,1,SCSA
59,1349743109832372225,35999306,18,4,1,SCSA
59,1368297763524448256,77596200,18,5,2,SCSA
59,1339525827118194689,1038082275689340928,18,6,4,SCSA
59,1366380504736534529,77596200,18,7,2,SCSA
59,1182112257708306433,19028953,18,8,2,SCSA
59,1362127981234188288,30599331,18,9,3,SCSA
59,1358569998885785609,2559865245,18,10,1,SCSA
71,1369038985188831234,19407053,19,1,5,B1
71,1368923387532369922,19407053,19,2,5,B1
71,1329983375621435392,9676212,19,3,4,B1
71,1354908861572935681,53372965,19,4,4,B1
71,1352325551621595136,19110632,19,5,4,B1
71,1369343506939019269,759251,19,6,3,B1
71,1369242094217404419,14293310,19,7,3,B1
71,1328394654375698433,9676212,19,8,3,B1
71,1366588589191147526,36184220,19,9,3,B1
71,1369207595785977860,20562637,19,10,3,B1
70,1369559628183445504,16973333,19,1,3,CS
70,1369617901678964736,16973333,19,2,4,CS
70,1369425009303822344,759251,19,3,3,CS
70,1369266567423397891,1367531,19,4,3,CS
70,1369596898127077379,14293310,19,5,3,CS
70,1369469059427893249,759251,19,6,3,CS
70,1369424518092120064,5988062,19,7,3,CS
70,1369569992732250114,16973333,19,8,3,CS
70,1369189230489001991,14293310,19,9,3,CS
70,1368697794417065992,1367531,19,10,3,CS
64,1349377838722519040,19110632,19,1,4,SC
64,1349380288783253504,19110632,19,2,4,SC
64,1369311531360518146,2735591,19,3,4,SC
64,1369405604595400711,2735591,19,4,4,SC
64,1369375444793954323,807095,19,5,4,SC
64,1369298875719311360,2735591,19,6,4,SC
64,1369441796925886465,807095,19,7,4,SC
64,1369400194513723396,807095,19,8,4,SC
64,1369326799709212680,2735591,19,9,4,SC
64,1369048387815899139,14293310,19,10,3,SC
69,1369315042236174343,2735591,19,1,4,SCSA
69,1369395335769038849,14800270,19,2,4,SCSA
69,1369355243406954501,807095,19,3,4,SCSA
69,1353672852747284480,19110632,19,4,4,SCSA
69,1369441382973272064,759251,19,5,3,SCSA
69,1352554075657801732,19110632,19,6,4,SCSA
69,1364851499042537474,19110632,19,7,4,SCSA
69,1369015794248671233,19407053,19,8,4,SCSA
69,1369495249417101312,28785486,19,9,4,SCSA
69,1352937076669476864,19110632,19,10,4,SCSA
75,1367491019277799427,19583545,20,1,1,B1
75,1368788336333176833,1344951,20,2,1,B1
75,1363915655720939521,14434070,20,3,5,B1
75,1368096530268323842,25562270,20,4,5,B1
75,1369633104269357056,15808647,20,5,5,B1
75,1359371849965199360,1124816718,20,6,5,B1
75,1366925854421495812,14434070,20,7,5,B1
75,1368604247760244742,558797310,20,8,3,B1
75,1359943267148845058,1232061287301074945,20,9,1,B1
75,1364970371716423682,14434070,20,10,5,B1
74,1369112711032881153,3001704118,20,1,3,CS
74,1364622367499157504,14434070,20,2,5,CS
74,1368272500086476805,3001704118,20,3,2,CS
74,1369573389845880832,14885549,20,4,5,CS
74,1368950916024532995,96951800,20,5,2,CS
74,1369193501875970048,1344951,20,6,5,CS
74,1369415901964034052,1638021792,20,7,3,CS
74,1369146187358539781,816653,20,8,5,CS
74,1366181019829686277,7905122,20,9,5,CS
74,1368276753244913665,773069256,20,10,2,CS
72,1368932010971004931,1638021792,20,1,2,SC
72,1344689933978656771,1060978099146260480,20,2,2,SC
72,1362776603047165957,621583,20,3,5,SC
72,1317842770816602114,715177919438577664,20,4,3,SC
72,1368909409775149064,96951800,20,5,3,SC
72,1367462925250818061,34613288,20,6,1,SC
72,1354118501653483523,273181052,20,7,1,SC
72,1367113993815547906,34613288,20,8,4,SC
72,1366499073671454725,452155423,20,9,3,SC
72,1368580185642110982,34613288,20,10,1,SC
73,1339525827118194689,1038082275689340928,20,1,1,SCSA
73,1368777274506571779,65184105,20,2,1,SCSA
73,1361046993158692866,1232061287301074945,20,3,1,SCSA
73,1362196066431627265,1232061287301074945,20,4,1,SCSA
73,1369458171467591683,1344951,20,5,5,SCSA
73,1368561200754270210,19583545,20,6,4,SCSA
73,1364697022847209478,1232061287301074945,20,7,1,SCSA
73,1368760443498532864,65184105,20,8,2,SCSA
73,1367497561645457427,19583545,20,9,1,SCSA
73,1367496989215248388,273181052,20,10,2,SCSA
79,1326208392923410432,715177919438577664,21,1,5,B1
79,1356659266732650498,273181052,21,2,2,B1
79,1369030162298400778,15635604,21,3,1,B1
79,1367323565008154630,82652901,21,4,1,B1
79,1367556352445321216,18256664,21,5,5,B1
79,1362475510954156037,273181052,21,6,2,B1
79,1365407006253801474,1232061287301074945,21,7,1,B1
79,1217122703766970369,180463340,21,8,3,B1
79,1367282096289443840,1060978099146260480,21,9,3,B1
79,1368978816849211392,26585095,21,10,5,B1
78,1272339338995445760,2412917082,21,1,1,CS
78,1204781519052652546,180463340,21,2,2,CS
78,1338181816478539777,715177919438577664,21,3,5,CS
78,1366565826913062914,18256664,21,4,4,CS
78,1367222811727564800,26585095,21,5,5,CS
78,1369040595310682112,17220817,21,6,2,CS
78,1366217334658977797,17602896,21,7,5,CS
78,1300100975793901569,203162990,21,8,3,CS
78,1339526270288322561,1038082275689340928,21,9,4,CS
78,1340651032817315842,1038082275689340928,21,10,4,CS
76,1367521202042933249,16573941,21,1,5,SC
76,1369325020258983936,24742040,21,2,2,SC
76,1365315820080009221,821102114,21,3,2,SC
76,1344689933978656771,1060978099146260480,21,4,2,SC
76,1367300793485828097,26585095,21,5,5,SC
76,1369075493753020420,17602896,21,6,4,SC
76,1369075561981566976,17602896,21,7,4,SC
76,1364666742916583427,985916593065476096,21,8,3,SC
76,1366443197166096385,26585095,21,9,1,SC
76,1317842770816602114,715177919438577664,21,10,5,SC
77,1367894335233142789,43192807,21,1,3,SCSA
77,1364607745270423556,821102114,21,2,1,SCSA
77,1363941648812675075,43192807,21,3,4,SCSA
77,1365327872643260420,821102114,21,4,1,SCSA
77,1337077938076979205,821102114,21,5,1,SCSA
77,1354118501653483523,273181052,21,6,2,SCSA
77,1369383214062665731,24742040,21,7,1,SCSA
77,1336793663792406530,821102114,21,8,3,SCSA
77,1367315410106736640,82652901,21,9,1,SCSA
77,1368286394792046596,82652901,21,10,1,SCSA
85,1368614821147598851,43192807,22,1,5,B1
85,1369043306487767040,17220817,22,2,5,B1
85,1367120318012280838,17602896,22,3,5,B1
85,1361812978425753600,15635604,22,4,4,B1
85,1369015063705612288,16573941,22,5,4,B1
85,1366209913865703426,43192807,22,6,5,B1
85,1300100975793901569,203162990,22,7,2,B1
85,1366234614650478594,17602896,22,8,5,B1
85,1367128088832745476,82652901,22,9,4,B1
85,1369339704588570624,43192807,22,10,5,B1
84,1369567942690635778,28785486,22,1,5,CS
84,1369483561938649089,14293310,22,2,4,CS
84,1369396362840858635,15012486,22,3,3,CS
84,1369505213904748554,87818409,22,4,5,CS
84,1369259204725387266,5988062,22,5,5,CS
84,1369437537907978245,87818409,22,6,3,CS
84,1369103243960258562,1367531,22,7,4,CS
84,1369410355215142917,14173315,22,8,5,CS
84,1369402883704229892,28785486,22,9,5,CS
84,1369538412961730562,15012486,22,10,3,CS
82,1367521202042933249,16573941,22,1,5,SC
82,1367300793485828097,26585095,22,2,3,SC
82,1369075493753020420,17602896,22,3,5,SC
82,1369075561981566976,17602896,22,4,5,SC
82,1369375444793954323,807095,22,5,5,SC
82,1364666742916583427,985916593065476096,22,6,3,SC
82,1366443197166096385,26585095,22,7,2,SC
82,1362776603047165957,621583,22,8,3,SC
82,1367237010608431106,16573941,22,9,3,SC
82,1368641210533830657,17220817,22,10,5,SC
83,1369441796925886465,807095,22,1,4,SCSA
83,1367894335233142789,43192807,22,2,5,SCSA
83,1363941648812675075,43192807,22,3,5,SCSA
83,1367315410106736640,82652901,22,4,1,SCSA
83,1368286394792046596,82652901,22,5,2,SCSA
83,1369034842222985216,17220817,22,6,5,SCSA
83,1369017812165881859,16573941,22,7,2,SCSA
83,1367604109113655297,16573941,22,8,3,SCSA
83,1367930915733835777,43192807,22,9,5,SCSA
83,1367912923641737216,15635604,22,10,4,SCSA
89,1321088619814109184,22720074,23,1,5,B1
89,1350173131823083520,2836755090,23,2,5,B1
89,1363548342832218116,314792669,23,3,5,B1
89,1261222316803063810,2485505982,23,4,4,B1
89,1354864255749804039,15155074,23,5,5,B1
89,1311068940152401920,55010030,23,6,4,B1
89,1331670759102681088,95955871,23,7,5,B1
89,1344346181976129538,95955871,23,8,5,B1
89,1192092402061889536,89366493,23,9,4,B1
89,1360962032598720516,18847632,23,10,5,B1
88,1325995532259561473,95955871,23,1,5,CS
88,1322232908141113344,22720074,23,2,5,CS
88,1367852411017031682,337789021,23,3,4,CS
88,1326932771240095749,337789021,23,4,4,CS
88,1307054698931912706,95955871,23,5,4,CS
88,1349391558269923330,2836755090,23,6,4,CS
88,1354509947288088576,15155074,23,7,4,CS
88,1319019864212713472,55010030,23,8,4,CS
88,1335651231759552514,15155074,23,9,4,CS
88,1303724853120217088,337789021,23,10,4,CS
86,1362083047785439239,34507480,23,1,3,SC
86,1337020338916499463,17919972,23,2,3,SC
86,1331748997124534274,17919972,23,3,3,SC
86,1355167587638906880,23375688,23,4,3,SC
86,1294010972055592962,79293791,23,5,3,SC
86,1337021907464499204,17919972,23,6,3,SC
86,1350483251291451392,19373710,23,7,5,SC
86,1337022746824499203,17919972,23,8,3,SC
86,1334726779903168512,14230524,23,9,3,SC
86,1334711453211889665,34507480,23,10,3,SC
87,1353502767352926208,23375688,23,1,3,SCSA
87,1351920546011893761,14230524,23,2,3,SCSA
87,1365416645624143873,14230524,23,3,3,SCSA
87,1337463904566456320,17919972,23,4,3,SCSA
87,1331744604891344896,17919972,23,5,3,SCSA
87,1357375687967997959,25365536,23,6,3,SCSA
87,1358843515149504514,34507480,23,7,3,SCSA
87,1331741612402237443,17919972,23,8,3,SCSA
87,1358843677582401536,34507480,23,9,3,SCSA
87,1290659734639521798,79293791,23,10,3,SCSA
95,1359900546635870215,29758446,24,1,5,B1
95,1292597118763319296,108361327,24,2,3,B1
95,1312476369830338561,1141417774201184257,24,3,5,B1
95,1355530037152284675,236956880,24,4,5,B1
95,1362099968824254464,252882791,24,5,5,B1
95,1366478355558780939,331908924,24,6,5,B1
95,1363203331745673220,331908924,24,7,5,B1
95,1365346314956005378,15234657,24,8,3,B1
95,1369122357307191296,1344951,24,9,3,B1
95,1337102429532217345,612782611,24,10,5,B1
93,1357647227808841728,821102114,24,1,3,CS
93,1362902698585071617,331908924,24,2,4,CS
93,1358898413136396288,331908924,24,3,5,CS
93,1369308139158446081,24742040,24,4,5,CS
93,1363172378843389952,331908924,24,5,5,CS
93,1319639717906821121,113696373,24,6,4,CS
93,1326957720759541761,612782611,24,7,5,CS
93,1330948472992776193,612782611,24,8,5,CS
93,1369087867939659782,24742040,24,9,5,CS
93,1350865539091066881,252882791,24,10,4,CS
90,1369325020258983936,24742040,24,1,5,SC
90,1365315820080009221,821102114,24,2,4,SC
90,1362776603047165957,621583,24,3,5,SC
90,1336964656792035329,821102114,24,4,2,SC
90,1336810117057179649,821102114,24,5,2,SC
90,1365327872643260420,821102114,24,6,4,SC
90,1337318168277241857,821102114,24,7,3,SC
90,1363551492486008834,15234657,24,8,4,SC
90,1364607745270423556,821102114,24,9,4,SC
90,1346517996760666117,29758446,24,10,5,SC
91,1337077938076979205,821102114,24,1,3,SCSA
91,1369383214062665731,24742040,24,2,3,SCSA
91,1336793663792406530,821102114,24,3,5,SCSA
91,1369386818169372680,24742040,24,4,3,SCSA
91,1369372321736232963,24742040,24,5,4,SCSA
91,1367882927384768524,10671602,24,6,5,SCSA
91,1369337343270862853,24742040,24,7,4,SCSA
91,1336596712857743361,821102114,24,8,3,SCSA
91,1365320876510560258,19114743,24,9,5,SCSA
91,1369307525489844228,24742040,24,10,2,SCSA
97,1369587331691208706,87818409,25,1,5,B1
97,1329983375621435392,9676212,25,2,5,B1
97,1352325551621595136,19110632,25,3,3,B1
97,1369343506939019269,759251,25,4,5,B1
97,1354908861572935681,53372965,25,5,5,B1
97,1368856158010810369,15808647,25,6,5,B1
97,1369590734672760836,15808647,25,7,5,B1
97,1368970607216517129,15066760,25,8,5,B1
97,1369598009084887043,15808647,25,9,5,B1
97,1368835740529000449,15808647,25,10,5,B1
96,1370125729199980545,28785486,25,1,5,CS
96,1369579853612281860,28785486,25,2,5,CS
96,1369600442322333699,759251,25,3,5,CS
96,1369043756486377472,1367531,25,4,5,CS
96,1369563665867898882,16973333,25,5,5,CS
96,1369569728541425667,14173315,25,6,5,CS
96,1369560664142970881,14173315,25,7,5,CS
96,1369377505224884227,807095,25,8,5,CS
96,1369547930550611968,5988062,25,9,5,CS
96,1369571000212463617,16973333,25,10,5,CS
92,1349377838722519040,19110632,25,1,1,SC
92,1349380288783253504,19110632,25,2,1,SC
92,1369375444793954323,807095,25,3,5,SC
92,1362776603047165957,621583,25,4,5,SC
92,1369441796925886465,807095,25,5,5,SC
92,1369400194513723396,807095,25,6,5,SC
92,1369048387815899139,14293310,25,7,5,SC
92,1369355243406954501,807095,25,8,5,SC
92,1354011094751260673,19110632,25,9,4,SC
92,1353672852747284480,19110632,25,10,4,SC
94,1369458171467591683,1344951,25,1,5,SCSA
94,1369441382973272064,759251,25,2,5,SCSA
94,1368622654870192131,15808647,25,3,4,SCSA
94,1352554075657801732,19110632,25,4,2,SCSA
94,1369226601972563972,15808647,25,5,4,SCSA
94,1364851499042537474,19110632,25,6,5,SCSA
94,1369438033892806663,15808647,25,7,4,SCSA
94,1369619124318580736,15808647,25,8,4,SCSA
94,1369495249417101312,28785486,25,9,5,SCSA
94,1352937076669476864,19110632,25,10,4,SCSA
102,1322229311718494210,18847632,26,1,2,B1
102,1363548342832218116,314792669,26,2,2,B1
102,1337774207971684352,2836755090,26,3,4,B1
102,968452175142649858,42703075,26,4,4,B1
102,1364571918876073985,7905122,26,5,3,B1
102,1368999602867802126,14885549,26,6,4,B1
102,1358024709137432577,314792669,26,7,2,B1
102,970787289638096897,42703075,26,8,4,B1
102,1339559388303007744,314792669,26,9,2,B1
102,1362748296045953027,621583,26,10,4,B1
100,1348680358619992071,19110632,26,1,3,CS
100,1359141009272184832,21887420,26,2,3,CS
100,1369296706836250624,816653,26,3,4,CS
100,1369636752336490497,25562270,26,4,4,CS
100,1367541147787223041,53372965,26,5,4,CS
100,1368758876015910915,15066760,26,6,4,CS
100,1369030449398509568,14434070,26,7,4,CS
100,1329540885055356928,55010030,26,8,3,CS
100,1360897085856313349,7905122,26,9,4,CS
100,1349449506136330241,18847632,26,10,3,CS
98,1349377838722519040,19110632,26,1,4,SC
98,1349380288783253504,19110632,26,2,4,SC
98,1362776603047165957,621583,26,3,4,SC
98,1350483251291451392,19373710,26,4,4,SC
98,1359597695548153864,15155074,26,5,4,SC
98,1354011094751260673,19110632,26,6,4,SC
98,1353672852747284480,19110632,26,7,3,SC
98,1369614175048249346,25562270,26,8,4,SC
98,1336059119174897665,15155074,26,9,3,SC
98,1342062601535164416,18847632,26,10,3,SC
99,1369458171467591683,1344951,26,1,4,SCSA
99,1333873034114064385,19373710,26,2,3,SCSA
99,1359932980974657536,19373710,26,3,4,SCSA
99,1362069293790162946,15155074,26,4,4,SCSA
99,1321455751567532032,19373710,26,5,3,SCSA
99,1368622654870192131,15808647,26,6,3,SCSA
99,1352554075657801732,19110632,26,7,1,SCSA
99,1369226601972563972,15808647,26,8,3,SCSA
99,1320142365038817281,19373710,26,9,3,SCSA
99,1338592930022363139,22720074,26,10,3,SCSA
105,1329983375621435392,9676212,27,1,1,B1
105,1370132866093420544,28785486,27,2,3,B1
105,1369343506939019269,759251,27,3,4,B1
105,1354908861572935681,53372965,27,4,4,B1
105,1368856158010810369,15808647,27,5,5,B1
105,1369590734672760836,15808647,27,6,3,B1
105,1369598009084887043,15808647,27,7,5,B1
105,1368835740529000449,15808647,27,8,4,B1
105,1369242094217404419,14293310,27,9,4,B1
105,1369552733536219138,1344951,27,10,5,B1
104,1369528722538328068,759251,27,1,4,CS
104,1369370948634312710,15012486,27,2,1,CS
104,1370035059495993348,28785486,27,3,1,CS
104,1368269027596976129,1367531,27,4,1,CS
104,1369400099223207936,28785486,27,5,1,CS
104,1369975631744802817,28785486,27,6,1,CS
104,1369608851306278914,15012486,27,7,5,CS
104,1369571760140615684,28785486,27,8,4,CS
104,1369303761097785344,759251,27,9,5,CS
104,1369455485615759360,14173315,27,10,4,CS
101,1349377838722519040,19110632,27,1,5,SC
101,1349380288783253504,19110632,27,2,5,SC
101,1369375444793954323,807095,27,3,5,SC
101,1362776603047165957,621583,27,4,5,SC
101,1369441796925886465,807095,27,5,5,SC
101,1369400194513723396,807095,27,6,5,SC
101,1369048387815899139,14293310,27,7,4,SC
101,1369355243406954501,807095,27,8,5,SC
101,1354011094751260673,19110632,27,9,5,SC
101,1353672852747284480,19110632,27,10,3,SC
103,1369458171467591683,1344951,27,1,5,SCSA
103,1369441382973272064,759251,27,2,5,SCSA
103,1368622654870192131,15808647,27,3,5,SCSA
103,1352554075657801732,19110632,27,4,5,SCSA
103,1369226601972563972,15808647,27,5,5,SCSA
103,1364851499042537474,19110632,27,6,4,SCSA
103,1369438033892806663,15808647,27,7,4,SCSA
103,1369619124318580736,15808647,27,8,4,SCSA
103,1369495249417101312,28785486,27,9,4,SCSA
103,1352937076669476864,19110632,27,10,4,SCSA
109,1323671285285703683,95955871,28,1,2,B1
109,1363548342832218116,314792669,28,2,3,B1
109,1334641065870159874,15155074,28,3,3,B1
109,1343640147775152131,19373710,28,4,3,B1
109,1355168831413645316,337789021,28,5,5,B1
109,1246491727306899456,297047872,28,6,5,B1
109,1329849237299990529,18847632,28,7,3,B1
109,1340027052037169152,15155074,28,8,5,B1
109,1331650428115759105,314792669,28,9,3,B1
109,1339289131575341057,95955871,28,10,3,B1
108,1311335003599433733,337789021,28,1,5,CS
108,1333791058765901825,19373710,28,2,2,CS
108,1329469491961503747,337789021,28,3,5,CS
108,1332672152995291138,314792669,28,4,2,CS
108,1329848482446905349,18847632,28,5,5,CS
108,1313864060669026304,22720074,28,6,1,CS
108,1366441855416627200,15155074,28,7,5,CS
108,1306669595525226500,55010030,28,8,3,CS
108,1355246647446544384,337789021,28,9,5,CS
108,1361498566024302597,55010030,28,10,5,CS
106,1369325020258983936,24742040,28,1,1,SC
106,1365315820080009221,821102114,28,2,1,SC
106,1344689933978656771,1060978099146260480,28,3,1,SC
106,1317842770816602114,715177919438577664,28,4,3,SC
106,1350483251291451392,19373710,28,5,5,SC
106,1336964656792035329,821102114,28,6,1,SC
106,1336810117057179649,821102114,28,7,3,SC
106,1365327872643260420,821102114,28,8,1,SC
106,1337318168277241857,821102114,28,9,1,SC
106,1354118501653483523,273181052,28,10,1,SC
107,1364607745270423556,821102114,28,1,1,SCSA
107,1337077938076979205,821102114,28,2,1,SCSA
107,1369383214062665731,24742040,28,3,1,SCSA
107,1336793663792406530,821102114,28,4,2,SCSA
107,1369386818169372680,24742040,28,5,1,SCSA
107,1339525827118194689,1038082275689340928,28,6,3,SCSA
107,1369372321736232963,24742040,28,7,1,SCSA
107,1367882927384768524,10671602,28,8,5,SCSA
107,1363551492486008834,15234657,28,9,1,SCSA
107,1369337343270862853,24742040,28,10,1,SCSA
113,1358793588382052358,34097876,29,1,4,B1
113,1369362392749121542,17602896,29,2,5,B1
113,1369030162298400778,15635604,29,3,5,B1
113,1367323565008154630,82652901,29,4,4,B1
113,1366963364975452162,82652901,29,5,3,B1
113,1369148165471969284,6527972,29,6,4,B1
113,1250919345955446784,600435408,29,7,4,B1
113,1367565531189047299,43192807,29,8,3,B1
113,1367244848978227201,18256664,29,9,3,B1
113,1367565667642331136,23375688,29,10,5,B1
112,1341859235756453889,600435408,29,1,3,CS
112,1366184948244176899,225540697,29,2,3,CS
112,1331046811704958985,600435408,29,3,3,CS
112,1245049389250273280,5391882,29,4,3,CS
112,1250915381646176262,600435408,29,5,3,CS
112,1368855703612448768,156516240,29,6,3,CS
112,1366212322436423682,225540697,29,7,4,CS
112,1120471100532625410,90963591,29,8,5,CS
112,1261295911185068033,34097876,29,9,4,CS
112,1368840460198838272,6527972,29,10,3,CS
